"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"December 12, 2017","Kentucky","Louisville","17th and Gallagher Streets","0","4","<a href=""http://www.gunviolencearchive.org/incident/1006150"" target=""_blank"">More Information</a>",2017-12-12,4,"Kentucky, Louisville, 17th and Gallagher Streets","Tues",38.2389339,-85.7836121,"intersection"
"December 12, 2017","Texas","Garland","1301 Rivercrest Ln","0","4","<a href=""http://www.gunviolencearchive.org/incident/1006446"" target=""_blank"">More Information</a>",2017-12-12,4,"Texas, Garland, 1301 Rivercrest Ln","Tues",32.924382,-96.6059777,"street_address"
"December 13, 2017","Ohio","Columbus","200 block of E Barthman Ave","1","3","<a href=""http://www.gunviolencearchive.org/incident/1007054"" target=""_blank"">More Information</a>",2017-12-13,4,"Ohio, Columbus, 200 block of E Barthman Ave","Wed",39.9240933,-82.9899977,"street_address"
"December 15, 2017","California","Pacoima","13041 Jouett Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/1008310"" target=""_blank"">More Information</a>",2017-12-15,5,"California, Pacoima, 13041 Jouett Street","Fri",34.2659204,-118.4172017,"street_address"
"December 16, 2017","Mississippi","Mc Cool (Mccool)","Ferguson Rd","0","4","<a href=""http://www.gunviolencearchive.org/incident/1009629"" target=""_blank"">More Information</a>",2017-12-16,4,"Mississippi, Mc Cool (Mccool), Ferguson Rd","Sat",33.1777395,-89.4401956,"route"
"December 21, 2017","Louisiana","Lafayette","1500 block of N University Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/1012704"" target=""_blank"">More Information</a>",2017-12-21,4,"Louisiana, Lafayette, 1500 block of N University Avenue","Thurs",30.2493275,-92.034816,"street_address"
"December 21, 2017","Pennsylvania","Philadelphia","6600 block of Dorel St","1","3","<a href=""http://www.gunviolencearchive.org/incident/1011953"" target=""_blank"">More Information</a>",2017-12-21,4,"Pennsylvania, Philadelphia, 6600 block of Dorel St","Thurs",39.9180218,-75.227874,"premise"
"December 23, 2017","Louisiana","Eunice","100 block of City Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/1014971"" target=""_blank"">More Information</a>",2017-12-23,4,"Louisiana, Eunice, 100 block of City Avenue","Sat",30.4844032,-92.4041237,"route"
"December 23, 2017","Alabama","Birmingham","3rd Ave N and 9th St N","0","4","<a href=""http://www.gunviolencearchive.org/incident/1013377"" target=""_blank"">More Information</a>",2017-12-23,4,"Alabama, Birmingham, 3rd Ave N and 9th St N","Sat",33.3914197,-86.9620165,"intersection"
"December 24, 2017","Mississippi","Vicksburg","1111 Mulberry Street","0","5","<a href=""http://www.gunviolencearchive.org/incident/1013983"" target=""_blank"">More Information</a>",2017-12-24,5,"Mississippi, Vicksburg, 1111 Mulberry Street","Sun",32.3516972,-90.8828689,"street_address"
"December 24, 2017","Alabama","Troy","100 block of Chapman St","1","4","<a href=""http://www.gunviolencearchive.org/incident/1014052"" target=""_blank"">More Information</a>",2017-12-24,5,"Alabama, Troy, 100 block of Chapman St","Sun",31.8090063,-85.9600436,"street_address"
"December 26, 2017","Florida","Miami","NW 18th Ave and 86th Ter","0","5","<a href=""http://www.gunviolencearchive.org/incident/1015336"" target=""_blank"">More Information</a>",2017-12-26,5,"Florida, Miami, NW 18th Ave and 86th Ter","Tues",25.8532542,-80.2276661,"intersection"
"December 27, 2017","Nevada","Las Vegas","3750 E Bonanza Rd","2","2","<a href=""http://www.gunviolencearchive.org/incident/1015666"" target=""_blank"">More Information</a>",2017-12-27,4,"Nevada, Las Vegas, 3750 E Bonanza Rd","Wed",36.175356,-115.094234,"street_address"
"December 31, 2017","Colorado","Littleton (Highlands Ranch)","3404 E County Line Rd","2","6","<a href=""http://www.gunviolencearchive.org/incident/1017372"" target=""_blank"">More Information</a>",2017-12-31,8,"Colorado, Littleton (Highlands Ranch), 3404 E County Line Rd","Sun",39.565952,-104.9491766,"street_address"
"December 31, 2017","Illinois","Chicago","2335 Howard St","0","4","<a href=""http://www.gunviolencearchive.org/incident/1017422"" target=""_blank"">More Information</a>",2017-12-31,4,"Illinois, Chicago, 2335 Howard St","Sun",42.0191698,-87.7071491,"street_address"
"December 31, 2017","New Jersey","Long Branch","635 Wall St","4","0","<a href=""http://www.gunviolencearchive.org/incident/1018118"" target=""_blank"">More Information</a>",2017-12-31,4,"New Jersey, Long Branch, 635 Wall St","Sun",40.2925376,-74.0029955,"street_address"
"January 1, 2018","Alabama","Huntsville","2025 Sparkman Dr NW","1","3","<a href=""http://www.gunviolencearchive.org/incident/1018295"" target=""_blank"">More Information</a>",2018-01-01,4,"Alabama, Huntsville, 2025 Sparkman Dr NW","Mon",34.7628076,-86.5945567,"premise"
"January 4, 2018","Arkansas","Brinkley","615 W 6th St","1","3","<a href=""http://www.gunviolencearchive.org/incident/1020574"" target=""_blank"">More Information</a>",2018-01-04,4,"Arkansas, Brinkley, 615 W 6th St","Thurs",34.9037321,-91.1988622,"street_address"
"January 5, 2018","Mississippi","Hattiesburg","6168 US 49","0","6","<a href=""http://www.gunviolencearchive.org/incident/1021788"" target=""_blank"">More Information</a>",2018-01-05,6,"Mississippi, Hattiesburg, 6168 US 49","Fri",31.3268935,-89.3285078,"premise"
"January 7, 2018","Alabama","Union Springs","U.S. Highway 29","1","5","<a href=""http://www.gunviolencearchive.org/incident/1022067"" target=""_blank"">More Information</a>",2018-01-07,6,"Alabama, Union Springs, U.S. Highway 29","Sun",32.1443128,-85.7134478,"route"
"January 7, 2018","Florida","Plantation","5225 W Broward Blvd","0","4","<a href=""http://www.gunviolencearchive.org/incident/1022055"" target=""_blank"">More Information</a>",2018-01-07,4,"Florida, Plantation, 5225 W Broward Blvd","Sun",26.1219053,-80.2188382,"street_address"
"January 11, 2018","Missouri","Saint Robert (St Robert)","St Robert Outer Road and Houston Road","2","2","<a href=""http://www.gunviolencearchive.org/incident/1025272"" target=""_blank"">More Information</a>",2018-01-11,4,"Missouri, Saint Robert (St Robert), St Robert Outer Road and Houston Road","Thurs",37.824951,-92.137795,"car_rental"
"January 12, 2018","Tennessee","Nashville","2614 Jenkins Ct","3","2","<a href=""http://www.gunviolencearchive.org/incident/1025673"" target=""_blank"">More Information</a>",2018-01-12,5,"Tennessee, Nashville, 2614 Jenkins Ct","Fri",36.1819184,-86.8207315,"street_address"
"January 14, 2018","Alabama","Eutaw","809 Mesopotamia St","1","4","<a href=""http://www.gunviolencearchive.org/incident/1026804"" target=""_blank"">More Information</a>",2018-01-14,5,"Alabama, Eutaw, 809 Mesopotamia St","Sun",32.8506341,-87.9025294,"street_address"
"January 14, 2018","Alabama","Madison","101 Westchester Dr","0","4","<a href=""http://www.gunviolencearchive.org/incident/1027013"" target=""_blank"">More Information</a>",2018-01-14,4,"Alabama, Madison, 101 Westchester Dr","Sun",34.6743091,-86.7592715,"street_address"
"January 15, 2018","Florida","Alachua","14223 NW 156th Pl","0","5","<a href=""http://www.gunviolencearchive.org/incident/1042072"" target=""_blank"">More Information</a>",2018-01-15,5,"Florida, Alachua, 14223 NW 156th Pl","Mon",29.7984938,-82.4971302,"street_address"
"January 16, 2018","South Carolina","York","3042 Farrier Lane","1","4","<a href=""http://www.gunviolencearchive.org/incident/1027999"" target=""_blank"">More Information</a>",2018-01-16,5,"South Carolina, York, 3042 Farrier Lane","Tues",35.033686,-81.14493,"street_address"
"January 17, 2018","District of Columbia","Washington","2000 block of 16th St SE","1","3","<a href=""http://www.gunviolencearchive.org/incident/1029095"" target=""_blank"">More Information</a>",2018-01-17,4,"District of Columbia, Washington, 2000 block of 16th St SE","Wed",38.8653278,-76.982177,"street_address"
"January 21, 2018","Florida","Orlando","3101 Willow Bend Blvd","0","4","<a href=""http://www.gunviolencearchive.org/incident/1032393"" target=""_blank"">More Information</a>",2018-01-21,4,"Florida, Orlando, 3101 Willow Bend Blvd","Sun",28.582257,-81.4441609,"street_address"
"January 21, 2018","Illinois","Chicago","3200 W Division St","0","4","<a href=""http://www.gunviolencearchive.org/incident/1031851"" target=""_blank"">More Information</a>",2018-01-21,4,"Illinois, Chicago, 3200 W Division St","Sun",41.9028341,-87.7069243,"street_address"
"January 23, 2018","Pennsylvania","Philadelphia","N 24th St and Ridge Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/1034205"" target=""_blank"">More Information</a>",2018-01-23,4,"Pennsylvania, Philadelphia, N 24th St and Ridge Ave","Tues",39.9816628,-75.1739,"intersection"
"January 23, 2018","Kentucky","Benton","416 High School Road","2","14","<a href=""http://www.gunviolencearchive.org/incident/1033262"" target=""_blank"">More Information</a>",2018-01-23,16,"Kentucky, Benton, 416 High School Road","Tues",36.9123375,-88.3343497,"street_address"
"January 25, 2018","District of Columbia","Washington","1600 block of Kenilworth Ave NE","0","4","<a href=""http://www.gunviolencearchive.org/incident/1035803"" target=""_blank"">More Information</a>",2018-01-25,4,"District of Columbia, Washington, 1600 block of Kenilworth Ave NE","Thurs",38.9112518,-76.9352939,"street_address"
"January 27, 2018","California","Los Angeles","243 East 119th St","0","5","<a href=""http://www.gunviolencearchive.org/incident/1037541"" target=""_blank"">More Information</a>",2018-01-27,5,"California, Los Angeles, 243 East 119th St","Sat",33.9249132,-118.2702264,"street_address"
"January 27, 2018","Kentucky","Bowling Green","645 Pearl Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/1037438"" target=""_blank"">More Information</a>",2018-01-27,4,"Kentucky, Bowling Green, 645 Pearl Street","Sat",37.0100377,-86.4499696,"street_address"
"January 28, 2018","Pennsylvania","Melcroft","1301 Indian Creek Valley Rd","5","0","<a href=""http://www.gunviolencearchive.org/incident/1037529"" target=""_blank"">More Information</a>",2018-01-28,5,"Pennsylvania, Melcroft, 1301 Indian Creek Valley Rd","Sun",40.0520816,-79.3888985,"street_address"
"January 28, 2018","Pennsylvania","Reading","123 S 3rd St","4","0","<a href=""http://www.gunviolencearchive.org/incident/1038429"" target=""_blank"">More Information</a>",2018-01-28,4,"Pennsylvania, Reading, 123 S 3rd St","Sun",40.3330622,-75.9316484,"street_address"
"January 28, 2018","Indiana","Indianapolis","1313 N Sherman Dr","2","3","<a href=""http://www.gunviolencearchive.org/incident/1037515"" target=""_blank"">More Information</a>",2018-01-28,5,"Indiana, Indianapolis, 1313 N Sherman Dr","Sun",39.7851444,-86.101839,"street_address"
"January 31, 2018","Missouri","Saint Louis","Goodfellow Blvd and Dr Martin Luther King Dr","0","4","<a href=""http://www.gunviolencearchive.org/incident/1040815"" target=""_blank"">More Information</a>",2018-01-31,4,"Missouri, Saint Louis, Goodfellow Blvd and Dr Martin Luther King Dr","Wed",38.6720756,-90.2793779,"intersection"
"February 3, 2018","Ohio","Cleveland (Garfield Heights)","11321 Broadway Ave","1","5","<a href=""http://www.gunviolencearchive.org/incident/1042280"" target=""_blank"">More Information</a>",2018-02-03,6,"Ohio, Cleveland (Garfield Heights), 11321 Broadway Ave","Sat",41.4335949,-81.6050264,"premise"
"February 5, 2018","Colorado","Colorado Springs","4225 Galley Rd","2","4","<a href=""http://www.gunviolencearchive.org/incident/1043447"" target=""_blank"">More Information</a>",2018-02-05,6,"Colorado, Colorado Springs, 4225 Galley Rd","Mon",38.8469465,-104.7500638,"street_address"
"February 7, 2018","Florida","Lake Worth (Lantana)","I-95 and Lantana Ave","3","3","<a href=""http://www.gunviolencearchive.org/incident/1044234"" target=""_blank"">More Information</a>",2018-02-07,6,"Florida, Lake Worth (Lantana), I-95 and Lantana Ave","Wed",26.5867355,-80.0522028,"street_address"
"February 10, 2018","Kentucky","Paintsville","413 Mill Street","5","0","<a href=""http://www.gunviolencearchive.org/incident/1046961"" target=""_blank"">More Information</a>",2018-02-10,5,"Kentucky, Paintsville, 413 Mill Street","Sat",37.8183213,-82.8111354,"street_address"
"February 11, 2018","Michigan","Detroit","19432 Lamont Street","4","3","<a href=""http://www.gunviolencearchive.org/incident/1047761"" target=""_blank"">More Information</a>",2018-02-11,7,"Michigan, Detroit, 19432 Lamont Street","Sun",42.4377781,-83.0548041,"street_address"
"February 13, 2018","Louisiana","New Orleans","5400 block of Andry Street","2","3","<a href=""http://www.gunviolencearchive.org/incident/1049024"" target=""_blank"">More Information</a>",2018-02-13,5,"Louisiana, New Orleans, 5400 block of Andry Street","Tues",29.9665222,-90.0169389,"route"
"February 14, 2018","Florida","Pompano Beach (Parkland)","5901 Pine Island Rd","17","17","<a href=""http://www.gunviolencearchive.org/incident/1049217"" target=""_blank"">More Information</a>",2018-02-14,34,"Florida, Pompano Beach (Parkland), 5901 Pine Island Rd","Wed",26.304503,-80.269457,"street_address"
"February 16, 2018","Oklahoma","Oklahoma City","S Pennsylvania Ave and SW 15th St","1","3","<a href=""http://www.gunviolencearchive.org/incident/1051291"" target=""_blank"">More Information</a>",2018-02-16,4,"Oklahoma, Oklahoma City, S Pennsylvania Ave and SW 15th St","Fri",35.449699,-97.5480139,"intersection"
"February 17, 2018","Kansas","Kansas City","1615 Minnesota","1","7","<a href=""http://www.gunviolencearchive.org/incident/1052035"" target=""_blank"">More Information</a>",2018-02-17,8,"Kansas, Kansas City, 1615 Minnesota","Sat",39.115258,-94.6477392,"street_address"
"February 17, 2018","Tennessee","Memphis","3188 N Watkins Ave","0","5","<a href=""http://www.gunviolencearchive.org/incident/1051407"" target=""_blank"">More Information</a>",2018-02-17,5,"Tennessee, Memphis, 3188 N Watkins Ave","Sat",35.2126411,-90.003618,"street_address"
"February 18, 2018","Texas","San Antonio","2893 Cinema Ridge","0","5","<a href=""http://www.gunviolencearchive.org/incident/1052372"" target=""_blank"">More Information</a>",2018-02-18,5,"Texas, San Antonio, 2893 Cinema Ridge","Sun",29.46393,-98.6200599,"street_address"
"February 23, 2018","Florida","Palm Beach Gardens (Riviera Beach)","W 23rd St","1","3","<a href=""http://www.gunviolencearchive.org/incident/1056240"" target=""_blank"">More Information</a>",2018-02-23,4,"Florida, Palm Beach Gardens (Riviera Beach), W 23rd St","Fri",26.783311,-80.089366,"route"
"February 26, 2018","Michigan","Detroit","22000 block of Fenkell Ave","5","0","<a href=""http://www.gunviolencearchive.org/incident/1057518"" target=""_blank"">More Information</a>",2018-02-26,5,"Michigan, Detroit, 22000 block of Fenkell Ave","Mon",42.400512,-83.2570719,"street_address"
"February 27, 2018","Connecticut","Bridgeport","1306 Stratford Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/1059559"" target=""_blank"">More Information</a>",2018-02-27,4,"Connecticut, Bridgeport, 1306 Stratford Ave","Tues",41.1786463,-73.1647378,"street_address"
"March 3, 2018","Florida","Miami","1300 Block of NW 62nd Ln","0","4","<a href=""http://www.gunviolencearchive.org/incident/1062123"" target=""_blank"">More Information</a>",2018-03-03,4,"Florida, Miami, 1300 Block of NW 62nd Ln","Sat",25.8324607,-80.2187015,"street_address"
"March 3, 2018","New York","Brooklyn","Kings Highway and Utica Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/1061748"" target=""_blank"">More Information</a>",2018-03-03,4,"New York, Brooklyn, Kings Highway and Utica Avenue","Sat",40.6341411,-73.9285039,"intersection"
